4NR5	TNR1	soil2	TNR3	4NRh5	TNRh2	TGRh4	WGRh3	WNR4	4NRh3	TNR4	4GRh4	WGRh4	WNR5	soil3	TGRh2	4NRh2	TNRh3	TNR2	4NR4	TGRh5	TNRh5	WNR1	TNRh6	WNR2	4NR6	WGRh5	WGR3	4NRh1	WNR6	4GRh1	soil1	WGRh6	4NR3	4NRh4	TGR2	soil5	WNRh5	WNRh2	WGR5	soil6	WNRh4	WNR3	WGRh2	TNR5	4NRh6	4GRh3	WGR4	TGRh6	WNRh3	TNR6	soil4	TNRh1	TGR6	TGRh1	WGR6	TGR5	WNRh6	TGRh3	WGRh1	TNRh4	WGR2	4GR5	WNRh1	TGR1	4GRh2	4GR4	WGR1	TGR4	4GR3	4GRh6	4NR2	4GRh5	TGR3	4NR1	4GR6	4GR1	4GR2
OTU_2242	0	0	0	0	3	0	1	0	0	3	0	1	1	0	1	0	1	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	7	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1740	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1974	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	1	0	0	3	0	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1330	0	0	5	0	3	0	0	0	0	3	0	0	3	0	2	2	3	0	0	0	0	2	0	0	0	0	1	0	6	0	0	2	0	0	15	0	5	0	2	0	1	0	1	2	0	2	0	0	0	0	0	4	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_675	2	0	1	0	38	0	1	0	3	10	0	0	0	7	0	1	5	7	0	1	0	0	2	0	0	0	1	1	1	4	0	8	1	8	1	0	4	1	1	10	0	2	3	5	0	1	1	0	0	2	0	0	0	0	0	0	0	2	1	0	3	1	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0
OTU_3816	0	0	1	0	0	0	0	1	0	2	0	0	1	0	2	0	2	0	0	0	0	0	0	7	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_1830	0	0	3	0	3	0	8	0	0	3	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2359	0	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	4	0	0	0	0	1	0	0	0	0	5	0	4	0	0	3	2	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	5	1	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1733	0	0	5	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	5	1	0	0	8	1	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3987	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	4	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_967	0	0	8	0	2	0	0	1	0	1	0	0	1	0	6	0	1	0	0	1	0	0	0	0	0	0	1	0	8	1	0	10	2	0	3	0	14	0	0	0	3	0	0	3	0	6	0	0	0	1	0	5	2	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3299	0	0	8	0	0	0	0	1	0	3	0	0	2	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	6	1	0	0	12	2	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OTU_2268	0	0	5	0	10	0	0	3	0	4	0	0	0	0	3	7	4	0	0	0	0	0	0	0	0	0	2	0	2	1	0	7	0	0	3	0	3	3	0	0	4	1	1	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1395	1	0	11	2	4	0	30	1	0	6	3	0	2	1	5	1	2	4	6	0	0	8	1	0	0	0	0	0	1	0	0	4	1	0	2	0	6	1	2	0	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2171	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_961	0	0	4	0	8	0	7	1	1	7	0	0	0	4	4	0	5	1	0	0	0	5	0	0	0	0	0	1	13	2	0	1	0	0	0	0	2	0	0	0	1	0	11	0	0	2	2	0	0	0	0	1	0	0	0	2	0	3	2	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2033	0	0	1	0	1	0	4	1	0	0	0	0	1	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	1	0	4	0	0	0	4	0	1	1	0	4	0	0	0	3	0	6	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_513	0	2	0	0	14	0	6	3	0	15	0	8	4	0	8	1	11	20	0	0	0	14	0	18	0	0	2	0	2	0	0	16	0	0	6	0	3	3	6	0	9	2	0	6	0	4	1	0	76	6	0	8	2	0	3	0	0	0	15	3	6	0	0	5	0	1	0	0	0	0	7	0	1	0	0	0	0	0
OTU_1137	0	0	3	0	2	0	1	2	1	5	0	1	3	0	2	0	2	0	0	0	0	2	0	0	0	0	0	1	4	0	0	4	4	0	7	0	7	1	2	0	0	3	0	4	0	3	0	1	0	3	0	8	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2356	0	0	7	0	6	0	0	0	0	17	0	0	5	0	6	6	11	1	0	0	0	9	0	6	0	0	2	0	3	1	0	8	4	0	3	0	11	0	1	0	14	0	0	2	0	5	1	0	0	1	0	14	2	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2350	2	0	7	0	0	0	1	3	0	5	0	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	6	2	1	5	0	4	0	0	21	1	0	1	9	0	4	2	0	0	0	0	4	0	0	0	2	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1416	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	1	1	2	0	0	0	1	0	5	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2191	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_3003	0	0	2	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1421	0	0	5	0	20	50	13	1	0	15	0	1	5	0	11	6	6	11	0	0	0	8	0	2	0	0	4	0	23	0	0	11	0	0	26	0	6	1	2	0	4	2	0	2	0	11	0	0	0	1	0	8	10	0	5	0	0	0	7	3	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_457	0	0	16	0	7	0	3	0	0	7	0	1	11	0	19	0	12	2	0	0	0	4	0	0	0	0	3	0	2	0	0	68	4	0	10	0	21	1	0	0	23	0	0	0	0	3	0	0	0	2	0	61	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2207	0	0	4	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1439	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	14	20	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1231	0	0	2	0	4	0	2	0	0	4	0	1	0	0	5	4	3	3	0	0	0	5	0	0	0	0	0	0	2	0	0	3	1	0	0	0	5	1	0	0	3	1	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3959	0	0	20	0	22	0	7	7	0	15	0	1	9	0	25	7	15	12	0	0	0	9	0	0	0	0	8	0	10	0	0	35	2	0	12	0	20	3	2	0	26	3	0	11	0	18	2	1	0	5	0	26	5	0	17	0	0	3	10	6	6	0	0	4	0	0	0	0	0	0	2	0	4	0	0	0	0	0
OTU_3628	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_624	6	0	4	0	14	0	47	18	4	6	0	2	5	22	3	2	12	1	0	4	0	10	5	2	0	2	14	7	8	5	0	1	14	0	21	0	3	1	3	11	1	4	4	13	0	6	1	3	14	5	0	1	4	0	3	8	0	2	110	19	1	0	0	1	0	1	0	2	0	0	2	0	2	7	0	0	1	0
OTU_1661	0	0	0	0	0	0	0	2	3	9	0	3	1	1	0	1	8	1	0	0	0	0	0	0	0	0	1	0	6	2	0	0	6	0	0	0	0	0	0	1	0	2	0	2	0	0	1	2	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	9	0	1	0	0	0	0	3	0	0	0	0	4
OTU_1072	0	0	29	0	12	0	6	1	0	10	0	1	4	0	7	0	5	2	0	0	0	5	0	6	0	1	4	0	2	0	0	13	2	0	6	0	20	2	2	0	3	1	0	5	0	1	0	0	0	4	0	4	0	0	4	0	0	0	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2311	0	0	1	0	5	0	2	2	0	2	0	0	0	1	2	2	3	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1377	0	0	0	0	2	0	2	0	0	5	0	0	5	0	0	0	3	1	0	0	0	2	0	0	0	0	1	0	6	0	0	2	1	0	5	0	2	0	0	0	3	0	0	1	0	7	0	0	0	0	0	3	0	0	0	0	0	0	3	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2474	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2414	0	0	3	0	8	0	0	1	0	6	0	0	0	0	3	1	5	1	0	0	0	0	0	0	0	0	1	0	5	0	0	3	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_644	0	0	17	0	22	0	7	3	0	16	0	1	11	0	20	4	14	10	1	0	0	7	0	4	0	1	4	0	18	1	0	18	17	0	22	0	27	11	3	0	11	3	0	6	0	8	0	0	0	2	0	13	7	0	0	0	0	1	7	7	4	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0
OTU_2196	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2235	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	7	0	0	2	0	9	0	0	1	4	21	0	0	5	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
OTU_738	0	0	19	0	16	0	6	5	0	19	0	5	7	0	26	5	14	13	0	0	0	18	0	4	0	0	6	0	3	1	0	26	6	0	19	0	15	2	4	0	24	2	0	8	0	6	2	0	0	1	0	19	6	0	6	0	0	2	17	2	3	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0
OTU_1632	0	0	2	0	3	0	5	0	0	0	0	0	3	0	8	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	12	0	0	2	0	1	1	0	0	7	0	0	1	0	4	0	0	0	0	0	2	3	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1131	0	0	1	0	8	0	1	3	0	9	0	0	3	0	8	1	8	1	0	0	0	5	0	0	0	0	0	0	1	0	0	9	2	0	6	0	3	3	1	0	2	5	0	2	0	0	1	0	0	4	0	4	0	0	5	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1249	0	0	0	0	3	0	1	0	0	2	0	0	1	0	0	0	12	2	2	0	0	2	0	8	0	0	1	0	2	1	0	0	1	0	10	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	1	4	0	1	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1327	0	0	1	0	3	0	11	2	0	9	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	1	0	0	3	1	0	3	0	2	0	1	0	3	0	0	2	0	7	0	0	0	0	0	1	1	0	0	0	0	1	14	1	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	0
OTU_4280	0	0	3	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1426	0	0	10	0	3	0	0	0	0	1	0	0	0	0	4	2	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	2	0	5	1	0	0	7	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1191	0	0	7	0	3	0	1	0	0	2	0	0	0	0	7	2	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	7	1	0	0	0	6	2	0	0	3	1	0	2	0	1	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4137	0	0	1	0	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4527	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1147	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
OTU_2255	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2067	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3754	0	0	2	0	1	0	1	3	0	2	0	0	3	0	5	3	2	0	0	0	0	2	0	0	0	0	2	0	2	0	0	7	3	0	1	0	3	1	1	0	3	0	0	1	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_962	1	0	2	0	4	0	5	3	1	7	0	1	0	1	3	1	5	5	0	0	1	14	0	0	0	0	1	0	6	2	0	6	1	0	3	0	3	2	0	0	6	4	1	1	0	4	0	0	0	3	0	2	4	0	2	1	0	2	6	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1695	0	0	1	0	3	0	4	2	0	21	0	0	1	0	14	1	2	0	0	0	0	2	0	7	0	0	0	0	1	1	0	22	0	0	7	0	6	0	6	5	2	1	1	0	0	6	0	1	0	0	0	7	1	0	7	0	1	0	8	1	2	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0
OTU_702	0	0	3	0	2	0	3	2	0	5	0	1	1	0	5	7	1	12	0	0	0	88	0	13	0	0	1	0	1	0	0	6	4	0	4	0	8	0	0	0	3	0	1	1	0	5	0	1	0	3	0	5	0	0	2	0	0	1	3	2	0	4	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1201	0	0	5	0	3	0	7	2	0	14	0	1	3	0	9	0	4	2	0	0	0	10	0	1	0	0	1	0	5	0	0	12	1	0	5	0	5	1	2	0	10	1	0	3	0	4	0	0	0	3	0	11	4	0	5	0	0	3	2	1	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_1612	0	0	4	0	4	0	2	0	0	3	0	0	0	0	6	0	6	3	0	0	0	2	0	5	0	0	0	0	1	0	0	24	0	0	0	0	1	0	1	0	6	0	0	3	0	2	0	0	0	1	0	32	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1422	0	0	32	0	9	0	3	0	0	11	0	1	3	0	15	5	11	5	0	0	0	5	0	3	0	0	2	0	1	0	0	24	1	0	3	0	10	5	1	0	21	0	0	0	0	4	0	0	0	1	0	24	0	0	2	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1760	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1491	0	0	3	0	7	0	9	5	0	6	0	1	6	0	6	2	3	5	1	0	0	5	0	0	0	0	2	0	8	0	0	9	3	0	4	0	4	3	0	0	7	1	0	1	0	4	0	0	0	0	0	3	0	0	5	0	0	2	25	3	1	0	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0
OTU_1758	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1423	0	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	7	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	8	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1399	0	0	1	0	3	1	49	1	0	9	0	0	3	2	2	0	0	14	0	0	0	1	1	0	0	0	3	0	12	0	0	2	6	0	6	0	4	4	0	0	4	1	4	15	0	11	0	0	0	0	0	2	2	0	0	1	0	2	0	1	9	0	0	6	0	0	0	1	0	0	2	0	0	0	0	0	0	0
OTU_1933	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_826	0	0	5	0	2	0	3	4	0	0	0	0	3	0	7	0	2	0	0	0	0	2	0	5	0	0	5	0	0	0	0	17	2	0	1	0	4	0	0	0	5	0	0	8	0	1	0	0	0	2	0	6	0	0	0	0	0	3	3	8	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_1389	0	0	3	0	4	0	10	2	0	3	0	0	0	4	3	3	1	1	2	0	0	3	0	1	0	0	1	0	12	0	0	2	2	0	4	0	2	2	0	2	1	0	43	0	0	2	0	0	0	1	0	4	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_720	4	10	0	2	0	0	0	0	5	0	34	0	0	25	0	0	0	0	0	12	0	0	19	5	0	85	0	2	0	65	0	0	0	13	0	0	0	0	0	3	0	0	10	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	2	1	0	0	2	2	0	1	0	6	0	0	6	6	0	1
OTU_3814	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1547	0	0	4	0	5	0	2	1	3	2	2	0	0	0	2	0	4	0	0	1	0	1	1	3	1	0	1	0	0	2	0	3	0	0	0	0	2	0	1	0	2	1	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3260	0	0	2	0	2	0	0	1	0	2	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3828	0	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2662	6	0	2	1	1	0	7	3	4	10	3	0	2	2	0	4	12	1	3	0	0	1	1	0	0	0	2	4	5	11	0	2	0	0	5	0	0	3	0	4	0	2	4	1	0	3	1	1	0	0	0	1	38	0	0	2	3	1	13	1	5	0	0	1	0	0	0	5	0	0	2	0	2	0	0	0	0	0
OTU_2005	0	0	6	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1045	0	0	1	2	2	12	1	3	3	9	0	0	5	0	3	0	6	1	1	0	0	3	3	0	0	0	7	0	12	4	0	4	11	0	28	0	8	3	0	0	3	3	5	2	0	16	0	1	0	3	0	2	2	0	1	0	0	0	2	2	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2145	0	0	3	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	2	0	3	0	0	0	2	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4516	1	0	24	0	9	0	6	3	1	12	0	1	0	1	27	0	12	2	0	2	0	12	0	3	0	0	2	0	3	0	0	17	1	0	4	0	21	2	0	0	22	1	0	3	0	4	0	0	0	4	0	28	3	0	1	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1239	0	0	27	0	2	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	1	0	13	0	2	0	4	0	0	0	0	1	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_4101	0	0	10	0	7	0	11	6	1	12	0	1	7	0	7	5	10	6	0	0	0	1	1	7	0	0	2	0	12	0	0	14	0	0	5	0	4	2	3	0	3	5	1	4	0	7	0	0	0	2	0	5	1	0	0	0	0	3	12	3	5	0	0	4	0	1	0	0	0	0	6	0	3	0	0	0	0	0
