4GRh3	WGR6	4GR4	WGR2	WGRh3	WNR5	4NRh3	4GR1	TNR4	soil6	WGRh4	WNRh6	WNR1	WNR4	4NR1	4GR3	WGR4	soil5	WGRh1	4NR3	WNRh3	WNRh1	4NR6	WNRh2	4GR6	4GRh1	WNR3	WNRh4	4NRh6	soil2	TNR2	4NRh4	4GR2	4GRh6	4GRh2	WGR5	TNRh5	TGRh3	WNRh5	TNRh3	4NRh2	WGRh2	4NR2	WGR3	4NR5	soil3	WGRh5	WNR6	soil1	WGR1	4NRh1	soil4	4NR4	TGR5	WGRh6	TGRh4	4GR5	4GRh4	TGRh1	4GRh5	4NRh5	TGR3	TNR3	TGR4	TNRh4	TGRh2	TNRh1	TNR1	TNRh2	TGR2	TNRh6	TNR5	TGR6	TGRh5	TGRh6	TGR1	TNR6	WNR2
OTU_490	0	0	0	0	0	8	31	0	3	0	0	4	78	1	0	0	0	0	1	0	0	51	0	34	0	0	48	4	0	8	0	10	0	5	19	0	13	3	11	0	0	1	0	0	3	15	3	0	0	0	0	1	4	0	16	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2501	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_250	11	9	0	4	27	0	20	29	0	0	52	125	3	1	6	14	2	0	19	0	17	61	2	22	17	347	0	68	21	0	0	24	0	45	6	4	6	4	20	0	22	29	0	1	16	0	56	7	0	0	3	0	1	1	5	6	27	17	24	59	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_640	0	1	0	0	3	0	0	0	0	31	3	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	13	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	73	0	0	14	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_999	2	0	0	0	0	0	2	0	0	11	4	1	0	0	0	0	0	5	0	0	0	2	0	3	0	0	0	0	1	6	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	13	8	0	4	0	0	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_504	47	0	0	0	20	0	0	0	0	3	3	0	1	0	0	0	0	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	154	0	0	0	2	0	0	0	0	0	0	6	7	0	2	0	5	5	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_271	0	0	0	0	19	0	0	0	0	44	28	10	0	0	0	0	0	60	10	0	11	4	0	13	0	0	0	40	7	62	0	20	0	14	1	0	21	0	8	0	0	40	0	0	0	238	67	0	69	3	2	245	1	0	3	0	0	28	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_542	0	0	0	0	4	0	0	0	0	41	9	9	0	0	0	0	0	37	8	0	1	10	0	6	0	0	0	3	11	27	0	1	0	0	70	0	6	0	1	2	3	1	0	0	0	47	16	0	70	6	1	58	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_480	0	1	0	0	10	0	0	0	0	27	7	0	0	0	0	0	0	64	17	0	38	5	0	4	0	1	0	83	0	33	0	1	0	5	0	0	22	0	1	0	0	61	0	0	0	6	27	0	67	7	0	58	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_273	4	0	0	0	12	0	38	0	0	0	9	0	0	7	0	0	0	0	0	0	0	33	0	0	4	0	0	214	0	0	0	26	0	981	1	1	4	78	0	29	0	16	0	0	0	0	9	0	0	0	4	0	0	0	7	0	0	1	0	10	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_217	10	0	0	0	142	0	298	0	0	0	4	18	0	0	0	0	0	0	162	0	5	11	0	13	0	0	27	27	2	6	0	1	0	36	2	3	0	0	36	1	0	0	0	0	0	59	9	424	93	5	0	242	0	0	2	0	0	0	0	38	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1828	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_358	4	0	0	0	112	0	156	0	0	6	16	3	0	0	0	0	0	28	2	1	0	30	0	4	0	4	0	2	7	4	0	0	0	3	5	0	5	0	2	0	5	5	0	0	0	13	2	0	179	14	5	17	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1294	11	0	0	0	18	0	5	0	0	69	30	1	0	1	0	0	1	92	7	0	10	12	0	6	0	12	0	11	2	35	0	2	0	22	2	0	0	18	33	0	1	10	0	0	0	96	6	0	25	2	0	62	0	0	2	2	0	9	12	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_319	0	0	0	0	1	3	247	0	0	3	68	6	0	0	0	0	0	45	15	0	3	3	0	12	0	102	0	1	0	9	0	172	0	409	90	0	0	41	143	0	6	20	0	0	0	9	1	14	1	0	18	95	0	0	4	0	0	13	2	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193	13	1	2	4	51	7	29	8	0	135	69	38	6	2	0	29	2	60	42	0	61	48	1	57	2	37	10	718	76	57	0	37	0	44	6	3	16	10	47	20	21	43	0	2	1	29	58	81	411	29	16	514	4	0	4	4	0	7	9	23	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_431	6	0	0	0	13	0	7	0	0	125	19	12	0	0	0	0	0	48	7	0	10	13	0	14	0	8	0	4	11	40	0	4	0	10	5	0	0	0	17	0	4	9	0	0	0	63	10	0	152	13	4	111	0	0	3	6	0	7	1	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1342	1	1	3	2	2	5	6	4	0	0	3	3	7	11	13	1	6	0	2	7	4	3	7	3	3	2	7	3	1	0	2	2	0	0	2	2	2	3	3	0	2	4	7	2	7	1	3	7	0	2	2	0	3	2	2	2	6	1	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_249	5	0	0	0	7	0	3	0	0	111	41	12	0	24	0	0	0	187	55	0	11	7	0	13	0	8	0	105	10	45	0	1	0	4	0	1	1	9	13	1	9	9	0	0	0	91	12	0	103	7	0	230	0	0	4	4	0	9	0	3	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_239	8	0	0	0	15	0	13	3	0	88	35	24	0	0	0	0	0	121	44	0	29	49	0	22	0	12	0	15	21	49	0	7	0	35	18	0	32	6	31	0	8	26	0	0	0	111	18	0	175	4	3	233	0	0	8	6	0	27	0	26	3	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_565	7	0	0	0	0	0	20	0	5	3	51	3	1	0	0	0	18	0	0	0	11	0	0	1	0	5	0	0	0	0	0	0	0	25	0	0	0	10	0	0	1	1	0	0	0	0	27	2	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_487	0	0	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	2	0	4	0	299	0	0	1	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1257	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_393	5	0	0	0	12	0	2	0	0	5	261	5	0	0	0	0	1	18	5	0	1	0	0	4	0	0	0	2	7	0	0	0	0	0	247	0	0	20	1	0	0	1	0	0	0	464	5	0	6	1	0	179	0	0	3	0	2	11	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_626	0	0	0	0	6	0	2	0	0	22	5	12	0	0	0	0	0	8	7	0	2	4	0	12	0	18	0	1	0	3	0	1	0	9	0	0	3	1	3	0	2	3	0	0	0	14	17	0	6	1	0	18	0	0	2	2	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1701	12	2	11	10	10	52	29	1	0	0	29	10	33	30	16	7	45	0	24	162	3	19	16	27	18	1	8	12	3	1	3	23	29	18	5	41	8	5	14	11	9	16	64	8	53	0	14	62	0	27	1	0	49	17	2	19	48	2	0	3	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_191	24	0	1	0	15	1466	0	0	1	26	10	92	1	1	1	0	0	0	10	4	8	18	3	38	0	14	1	22	9	31	0	12	0	44	1	0	5	0	58	0	35	34	0	3	2	14	12	8	22	4	1	20	0	0	5	0	0	23	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_281	4	0	0	1	8	0	2	0	0	82	14	8	0	1	0	0	0	380	8	0	6	24	0	17	0	6	0	4	18	58	0	5	0	21	8	0	1	3	9	0	5	12	0	0	0	71	9	2	56	4	0	88	0	0	15	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_364	8	1	0	0	11	1	9	0	0	18	21	3	0	0	0	0	0	227	7	0	7	3	0	16	0	1	0	5	8	14	2	0	0	19	59	0	5	0	4	0	0	7	0	0	0	25	27	0	36	0	0	31	0	0	8	15	0	8	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_1961	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	1	0	1	2	0	1	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_887	0	0	0	0	1	0	1	0	0	9	0	2	0	0	0	0	0	11	2	0	4	40	0	0	0	0	0	1	0	1	0	0	0	1	1	0	6	0	1	0	0	5	0	0	0	4	1	0	7	1	1	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1866	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1379	0	49	0	7	6	42	8	0	38	6	7	3	46	2	14	0	25	0	2	71	2	3	72	2	3	0	35	3	0	0	0	0	0	5	0	42	0	0	5	4	6	0	185	45	346	0	12	20	0	28	0	0	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_778	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	3	0	13	10	0	3	0	0	0	6	1	1	0	0	0	2	0	0	0	0	0	11	0	1	0	0	0	1	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1172	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_842	0	0	0	0	0	0	0	0	0	17	7	1	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	2	0	7	0	0	12	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_905	22	0	0	0	250	0	39	1	0	287	78	32	1	0	1	1	2	261	49	0	54	56	0	23	0	17	2	26	71	184	0	12	1	40	21	3	31	7	63	5	22	30	0	135	0	242	101	0	311	12	17	314	0	0	18	21	0	38	4	24	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_261	0	1	0	0	0	0	0	0	0	1	570	58	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_466	1	0	0	0	0	0	0	0	0	0	1	1	30	0	208	146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	2	0	0	0	73	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_848	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_336	0	0	0	11	3	18	0	2	6	13	12	43	12	15	82	33	29	10	1	26	9	1	16	9	5	0	16	11	4	11	4	1	0	0	0	14	0	0	2	0	0	10	1	14	4	84	3	25	19	16	0	10	5	140	7	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_338	3	0	0	0	3	0	1	0	0	17	0	12	0	15	0	0	0	8	2	0	7	1	0	4	0	0	0	506	1	12	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	13	3	0	31	3	0	22	0	0	1	0	0	1	2	0	3	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
OTU_601	0	0	0	0	1	0	2	0	0	19	21	0	0	0	0	0	0	9	2	0	0	9	0	2	0	0	0	0	3	7	0	0	0	1	0	0	4	0	6	0	0	5	0	0	0	17	2	0	15	0	0	34	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_930	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	18	9	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_477	0	4	0	0	8	0	8	0	0	23	18	0	0	0	0	0	0	16	0	0	10	5	0	20	0	0	1	0	0	7	0	2	0	48	5	0	15	17	1	0	0	4	0	0	0	6	0	0	24	0	48	23	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_538	3	0	3	0	13	3	16	1	5	2	10	12	1	1	0	3	1	1	13	6	13	7	2	49	7	5	1	28	48	0	0	11	0	24	2	0	1	1	8	0	9	9	0	3	1	0	8	0	0	0	1	0	10	0	4	1	1	8	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_328	10	16	26	4	2	2	0	1	0	0	29	4	5	12	4	0	73	4	28	0	1	18	9	34	0	23	11	32	102	20	0	10	0	0	1	0	0	3	4	4	14	3	0	0	6	5	0	26	13	20	1	0	144	2	9	4	23	5	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_563	0	0	0	0	3	0	4	0	0	40	1	1	0	0	0	0	0	20	5	0	3	8	0	9	0	2	0	6	22	9	0	3	0	13	4	0	5	0	5	0	0	6	0	0	0	11	13	0	22	1	4	28	0	0	2	3	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2452	0	0	0	0	2	0	0	0	0	0	5	1	0	2	0	0	0	0	2	0	11	5	0	5	0	3	0	9	0	0	0	0	0	6	0	0	0	7	4	0	0	4	0	0	0	0	2	0	9	1	0	4	0	0	7	9	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_197	19	0	0	25	9	0	7	0	0	7	160	72	5	0	0	0	0	728	10	0	53	81	0	17	0	351	0	11	91	148	0	5	1	102	9	0	5	19	48	8	20	66	0	1	0	49	10	2	30	0	8	33	1	0	3	32	0	5	0	64	0	0	0	0	4	5	8	0	21	0	0	0	0	0	0	0	0	0
OTU_168	16	1	0	0	69	1	21	0	0	165	56	37	0	2	0	1	2	151	26	1	47	35	0	20	0	16	0	28	43	94	0	12	0	26	11	0	55	11	45	99	122	110	0	74	0	169	25	0	192	9	288	204	0	0	13	4	0	33	0	15	37	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU_360	1	0	0	1	0	1	0	0	0	0	34	0	0	0	0	0	0	3	2	0	0	0	0	3	0	2	1	0	7	0	2	0	0	4	0	1	0	0	2	0	0	5	0	0	0	0	1	0	0	1	1	0	0	0	36	0	0	0	38	5	1	0	0	0	0	437	122	0	0	0	0	0	0	14	0	0	0	0
OTU_279	4	0	0	0	19	0	5	0	0	112	12	19	0	0	0	1	0	127	23	0	20	11	0	8	1	40	0	15	4	81	0	2	0	14	9	0	0	0	29	1	0	7	0	1	0	104	18	1	163	10	4	130	0	0	3	66	0	28	0	6	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_607	0	0	0	0	3	0	2	0	0	12	8	8	0	0	0	0	0	31	3	0	3	2	0	5	0	0	0	0	3	22	0	2	0	2	0	0	25	0	5	0	0	6	0	0	0	5	3	0	8	0	0	41	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2163	11	0	0	0	9	0	1	0	0	2	8	8	0	0	5	1	0	101	34	0	6	26	1	25	0	9	1	30	8	4	0	0	0	34	5	0	3	2	10	1	0	5	0	0	0	8	12	3	211	6	4	8	0	0	0	9	0	3	2	2	115	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1587	0	0	1	0	31	0	17	0	0	104	42	17	0	0	0	0	0	463	7	0	16	20	0	4	0	13	0	4	8	61	0	6	0	8	2	0	0	7	11	0	8	13	0	0	1	139	21	0	100	12	2	129	0	0	2	0	0	15	25	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_160	16	2	5	2	112	12	100	3	15	40	101	98	32	0	1	1	2	92	107	7	34	49	0	299	2	19	1	23	11	83	0	33	2	44	25	2	3	10	8	12	617	55	0	6	0	52	73	15	90	7	0	45	4	0	35	184	1	24	2	12	20	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU_620	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1149	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_324	3	0	0	1	9	0	19	0	0	158	16	149	0	0	0	20	0	13	16	0	6	7	0	16	0	1	0	6	5	44	0	11	0	8	4	0	0	3	40	8	2	10	0	0	0	35	7	0	117	11	2	21	0	0	4	13	0	5	0	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_571	2	0	0	0	9	0	5	0	0	37	25	6	0	0	0	0	1	13	8	0	9	2	0	16	0	3	0	2	0	15	0	0	1	93	5	0	0	0	26	0	1	4	0	0	0	10	18	0	25	1	0	10	0	0	3	1	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1888	12	0	0	0	5	0	3	0	0	48	8	3	0	0	0	0	0	60	6	0	4	7	0	4	0	1	0	3	6	16	0	4	0	4	1	0	37	4	3	0	0	4	0	0	0	39	5	0	44	2	2	108	0	0	3	0	0	5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_638	0	0	0	0	12	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	122	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_156	2	0	0	0	47	0	10	0	1	292	159	93	2	0	1	0	57	193	24	1	54	423	0	131	0	20	0	127	28	130	59	8	1	31	6	0	16	13	52	11	7	32	0	5	0	344	50	1	423	22	2	248	0	0	40	18	0	26	13	12	4	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0
OTU_308	30	0	0	1	9	3	11	1	0	28	38	1	1	0	2	0	6	41	15	0	143	27	0	69	1	23	3	15	20	0	0	7	0	38	7	1	5	130	6	29	5	170	0	0	0	21	33	0	3	2	6	0	0	0	14	30	1	21	64	39	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_714	1	1	3	13	9	2	1	0	0	9	0	2	7	1	0	0	3	8	7	5	0	2	0	1	1	0	2	0	1	0	0	0	7	0	0	1	0	0	0	0	0	4	1	8	10	0	0	1	0	2	0	0	2	0	0	0	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_280	0	0	0	0	0	0	0	0	0	25	50	0	0	0	0	0	0	10	11	0	2	2	0	3	0	0	0	7	0	53	0	0	0	58	1	0	0	0	3	0	7	7	0	0	1	7	3	0	3	0	20	2	0	0	735	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	11	0	0	0	33	0	7	22	0	188	36	16	0	0	0	2	0	81	15	0	32	6	0	103	0	157	0	12	27	49	0	2	1	8	19	0	5	2	26	7	11	21	0	0	0	219	16	1	76	8	15	147	0	0	10	13	1	13	25	3	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_258	10	0	0	0	16	0	4	0	0	132	29	18	0	0	0	0	0	136	31	0	41	26	0	15	0	39	0	17	51	44	0	6	0	21	6	0	13	14	31	1	1	12	0	0	0	102	18	0	120	6	0	130	0	0	17	7	0	12	5	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_625	0	0	0	0	42	0	1	0	0	6	6	16	0	0	0	0	0	10	3	0	16	33	0	0	0	0	0	0	1	7	0	0	0	20	0	0	0	0	31	0	1	1	0	0	0	9	1	0	13	0	1	133	0	1	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_556	0	0	0	0	0	0	0	0	0	0	0	0	14	0	105	59	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_266	1	50	34	23	10	165	0	64	20	3	1	2	64	46	117	28	66	0	5	95	1	4	210	0	25	16	28	3	6	0	0	3	37	1	0	4	0	0	2	0	0	0	42	17	16	0	2	121	0	22	0	0	58	0	5	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_691	6	0	0	0	3	0	2	0	0	15	1	1	0	0	0	0	0	9	0	0	1	3	0	6	0	0	0	0	5	4	0	1	0	4	0	0	0	0	4	0	1	1	0	0	0	11	2	0	10	1	0	33	0	0	0	7	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1547	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_481	149	0	0	0	1	0	14	0	0	4	13	6	0	0	0	1	0	0	0	0	0	4	1	9	0	0	0	12	8	6	0	4	0	7	9	0	36	29	3	0	6	10	0	0	0	0	9	0	0	1	1	0	0	0	1	0	0	3	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_314	0	1	0	0	4	0	0	0	0	43	13	333	0	0	0	0	0	0	10	0	10	5	0	1	0	1	0	0	18	0	0	113	0	0	0	1	0	0	3	0	0	3	0	1	0	0	94	0	198	12	1	0	1	0	7	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1357	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_741	0	0	0	0	0	0	0	0	0	25	9	0	0	0	0	0	0	11	0	0	5	2	0	3	0	0	0	3	0	10	0	0	0	3	0	0	0	0	5	0	1	4	0	0	0	15	10	0	3	0	0	14	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	6	0	0	0	7	0	3	0	0	0	164	6	7	0	0	0	0	0	8	0	12	11	0	11	0	8	0	17	5	0	0	0	0	2	547	0	0	1	5	0	0	10	1	0	0	0	10	0	23	1	15	0	0	0	9	0	0	8	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_683	1	0	0	0	1	0	152	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	8	0	8	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	18	0	0	4	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	10	0	0	8	8	2	50	0	1	8	36	12	2	1	0	0	3	4	2	0	13	58	0	10	0	1	5	112	7	7	0	4	0	22	2	8	1	67	2	1	3	8	0	0	0	12	43	2	11	1	2	7	0	0	45	0	1	10	13	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_295	16	1	1	4	14	7	28	1	0	47	73	23	3	0	26	7	14	8	36	0	30	54	1	19	2	1	7	40	22	20	0	17	0	31	15	0	0	19	17	21	8	31	0	7	1	41	6	0	34	4	2	46	6	0	14	0	0	29	0	3	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
